Adjacency,C[LM[Atomic radius]],C[LM[Charge]],C[LM[Covalent radius]],C[LM[Electronegativity]],C[LM[Mass]],C[LM[Specific heat]],C[LM[vdWRadius]],C[Sh[Adjacency]],C[Sh[CfMax]],C[Sh[CfMin]],C[Sh[CjMax]],C[Sh[CjMin]],C[Sh[Conectivity]],C[Sh[D3D]],C[Sh[Detour]],C[Sh[Distance]],Conectivity,CS[LM[Atomic radius]],CS[LM[Charge]],CS[LM[Covalent radius]],CS[LM[Electronegativity]],CS[LM[Mass]],CS[LM[Specific heat]],CS[LM[vdWRadius]],CS[Sh[Adjacency]],CS[Sh[CfMax]],CS[Sh[CfMin]],CS[Sh[CjMax]],CS[Sh[CjMin]],CS[Sh[Conectivity]],CS[Sh[D3D]],CS[Sh[Detour]],CS[Sh[Distance]],D3D,Detour,Distance,DS,IE[CfMax],IE[CfMin],IE[CjMax],IE[CjMin],IP[CfMax],IP[CfMin],IP[CjMax],IP[CjMin],PD^2S[LM[Atomic radius]],PD^2S[LM[Charge]],PD^2S[LM[Covalent radius]],PD^2S[LM[Electronegativity]],PD^2S[LM[Mass]],PD^2S[LM[Specific heat]],PD^2S[LM[vdWRadius]],PD^2S[Sh[Adjacency]],PD^2S[Sh[CfMax]],PD^2S[Sh[CfMin]],PD^2S[Sh[CjMax]],PD^2S[Sh[CjMin]],PD^2S[Sh[Conectivity]],PD^2S[Sh[D3D]],PD^2S[Sh[Detour]],PD^2S[Sh[Distance]],PDS[LM[Atomic radius]],PDS[LM[Charge]],PDS[LM[Covalent radius]],PDS[LM[Electronegativity]],PDS[LM[Mass]],PDS[LM[Specific heat]],PDS[LM[vdWRadius]],PDS[Sh[Adjacency]],PDS[Sh[CfMax]],PDS[Sh[CfMin]],PDS[Sh[CjMax]],PDS[Sh[CjMin]],PDS[Sh[Conectivity]],PDS[Sh[D3D]],PDS[Sh[Detour]],PDS[Sh[Distance]],PDS1[LM[Atomic radius]],PDS1[LM[Charge]],PDS1[LM[Covalent radius]],PDS1[LM[Electronegativity]],PDS1[LM[Mass]],PDS1[LM[Specific heat]],PDS1[LM[vdWRadius]],PDS1[Sh[Adjacency]],PDS1[Sh[CfMax]],PDS1[Sh[CfMin]],PDS1[Sh[CjMax]],PDS1[Sh[CjMin]],PDS1[Sh[Conectivity]],PDS1[Sh[D3D]],PDS1[Sh[Detour]],PDS1[Sh[Distance]],PDS2[LM[Atomic radius]],PDS2[LM[Charge]],PDS2[LM[Covalent radius]],PDS2[LM[Electronegativity]],PDS2[LM[Mass]],PDS2[LM[Specific heat]],PDS2[LM[vdWRadius]],PDS2[Sh[Adjacency]],PDS2[Sh[CfMax]],PDS2[Sh[CfMin]],PDS2[Sh[CjMax]],PDS2[Sh[CjMin]],PDS2[Sh[Conectivity]],PDS2[Sh[D3D]],PDS2[Sh[Detour]],PDS2[Sh[Distance]],PDS3[LM[Atomic radius]],PDS3[LM[Charge]],PDS3[LM[Covalent radius]],PDS3[LM[Electronegativity]],PDS3[LM[Mass]],PDS3[LM[Specific heat]],PDS3[LM[vdWRadius]],PDS3[Sh[Adjacency]],PDS3[Sh[CfMax]],PDS3[Sh[CfMin]],PDS3[Sh[CjMax]],PDS3[Sh[CjMin]],PDS3[Sh[Conectivity]],PDS3[Sh[D3D]],PDS3[Sh[Detour]],PDS3[Sh[Distance]],PDS4[LM[Atomic radius]],PDS4[LM[Charge]],PDS4[LM[Covalent radius]],PDS4[LM[Electronegativity]],PDS4[LM[Mass]],PDS4[LM[Specific heat]],PDS4[LM[vdWRadius]],PDS4[Sh[Adjacency]],PDS4[Sh[CfMax]],PDS4[Sh[CfMin]],PDS4[Sh[CjMax]],PDS4[Sh[CjMin]],PDS4[Sh[Conectivity]],PDS4[Sh[D3D]],PDS4[Sh[Detour]],PDS4[Sh[Distance]],PRD^2S[LM[Atomic radius]],PRD^2S[LM[Charge]],PRD^2S[LM[Covalent radius]],PRD^2S[LM[Electronegativity]],PRD^2S[LM[Mass]],PRD^2S[LM[Specific heat]],PRD^2S[LM[vdWRadius]],PRD^2S[Sh[Adjacency]],PRD^2S[Sh[CfMax]],PRD^2S[Sh[CfMin]],PRD^2S[Sh[CjMax]],PRD^2S[Sh[CjMin]],PRD^2S[Sh[Conectivity]],PRD^2S[Sh[D3D]],PRD^2S[Sh[Detour]],PRD^2S[Sh[Distance]],PRDS[LM[Atomic radius]],PRDS[LM[Charge]],PRDS[LM[Covalent radius]],PRDS[LM[Electronegativity]],PRDS[LM[Mass]],PRDS[LM[Specific heat]],PRDS[LM[vdWRadius]],PRDS[Sh[Adjacency]],PRDS[Sh[CfMax]],PRDS[Sh[CfMin]],PRDS[Sh[CjMax]],PRDS[Sh[CjMin]],PRDS[Sh[Conectivity]],PRDS[Sh[D3D]],PRDS[Sh[Detour]],PRDS[Sh[Distance]],Randic,SCH[AdjacencyAdjacencyConectivity],SCH[CfMinAdjacencyCfMax],SCH[CjMinAdjacencyCjMax],SCH[DistanceAdjacencyDetour],Size,SzMin,U,WkOp[Adjacency Conectivity Distance],WkOp[CfMin CfMax D3D],WkOp[Detour CjMin CjMax],X[LM[Atomic radius]],X[LM[Charge]],X[LM[Covalent radius]],X[LM[Electronegativity]],X[LM[Mass]],X[LM[Specific heat]],X[LM[vdWRadius]],X[Sh[Adjacency]],X[Sh[CfMax]],X[Sh[CfMin]],X[Sh[CjMax]],X[Sh[CjMin]],X[Sh[Conectivity]],X[Sh[D3D]],X[Sh[Detour]],X[Sh[Distance]]
15,2.00092,0,2.02938,1.80299,1.53863,2.03484,1.88252,13.75,1.82765,1.70655,1.82855,1.71023,13.6412,1.69672,1.62946,1.7038,21,178.64,0,153.72,507.08,2660,143.78,332.5,44,576,992,573,967,56,718.137,1200,672,352.069,593,329,12.025,77,274,77,274,387,1112,379,1043,2824.36,0,2429.78,8247.42,40890,2374.97,5311.25,30,8246,13798,8198,13584,42,17659.2,26938,17890,594.68,0,511.56,1710.8,8726,488.63,1112.35,30,1878,3170,1866,3100,42,3210.91,5082,3154,27.5,0,23.57,77.05,402,21.63,51.05,30,98,210,98,210,42,43.2681,126,30,69.96,0,60.4,196,1080,55.28,129.4,0,214,406,214,382,0,189.968,344,152,88.56,0,76.74,248.1,1404,70.14,163.5,0,438,576,438,558,0,324.955,456,288,80.88,0,69.64,226.6,1224,63.8,149.8,0,300,484,288,456,0,386.53,672,352,42.358,0,36.3929,118.801,630.149,33.4226,78.566,30,149.662,297.373,149.474,293.269,42,95.152,212.871,75.2532,68.9376,0,59.2988,194.002,1031.57,54.7267,127.944,30,241.934,449.372,241.184,439.622,42,210.396,400.105,182,6.84334,163,38361,36251,57918,14,548,91,728,3.80E+23,1.89E+26,0.124542,0,0.124467,0.0102155,0.0102144,0.123998,0.124466,0.121429,0.0107077,0.0115146,0.0107077,0.0115138,0.13,0.0103159,0.0109124,0.0102198
13,2.45708,0,2.48806,1.9508,1.48879,2.40493,2.17579,12.5906,2.07271,1.96377,2.0776,1.98169,12.2778,1.88689,1.76993,1.90032,20,134.03,0,121.68,496.34,2314,143.78,272.09,39,455,701,449,653,53,512.095,793,493,249.548,390,240,10.2612,71.5,180,71.5,180,255,535,250,489,1374.64,0,1282.81,5602.25,26074,1613.13,2886.21,26,4215,5867,4119,5433,40,7928.49,10928,7920,370.88,0,341.45,1443.13,6722,416.73,765.93,26,1207,1799,1183,1661,40,1851.1,2688,1824,21.5,0,19.09,73.29,342,21.61,42.43,26,117,169,117,169,40,33.388,74,26,59.44,0,52.84,203.72,952,58.44,117.72,0,196,344,196,300,0,162.231,288,144,88.2,0,78.84,308.52,1440,89.64,175.68,0,264,528,264,498,0,335.873,612,324,87.04,0,79.88,334.92,1560,97.16,179,0,308,436,284,372,0,452.606,656,448,34.3125,0,30.5877,118.778,554.331,34.7241,68.0873,26,158.424,240.701,158.049,233.09,40,78.7073,149.601,68.6,55.6013,0,49.8978,197.371,920.833,57.4205,111.27,26,226.583,352.917,225.083,334.583,40,169.13,290.867,156,6.01974,155,21909,20084,30139,13,360,78,554,3.79E+20,1.38E+23,0.124044,0,0.123521,0.0101947,0.0101948,0.122475,0.123387,0.12,0.0109076,0.0113134,0.0109076,0.0113117,0.130769,0.0102632,0.0105805,0.0102056
11,2.34563,0,2.39709,1.98099,1.55622,2.3847,2.12832,10.6498,2.07077,1.96391,2.08062,1.9904,10.5408,1.90065,1.80672,1.93048,14,106.59,0,91.63,319.33,1496,93.17,202.4,33,281,443,275,403,39,346.624,531,311,167.812,260,150,8.63983,41.5,118,41.5,118,138.5,310.5,133.5,280.5,876.32,0,758.24,2695.84,12608,800.16,1675.2,22,2169,3049,2073,2695,28,4172.82,5400,3912,262.44,0,226.38,797.34,3732,234.78,500.1,22,681,1029,657,915,28,1094.1,1536,1008,19.7,0,16.8,57.08,268,16.28,37.1,22,77,121,77,121,28,30.8881,70,22,53.32,0,45.64,156.92,736,45.24,100.8,0,124,248,124,212,0,144.578,264,120,74.04,0,63.63,221.55,1038,64.59,140.55,0,204,336,204,306,0,276.314,444,252,68.96,0,59.92,215.76,1008,64.72,132.4,0,172,220,148,172,0,337.225,464,320,30.4889,0,26.0616,89.214,418.599,25.6193,57.5569,22,103.494,168.633,103.119,162.272,28,66.4003,128.561,53.2,47.18,0,40.425,139.433,653.8,40.313,89.285,22,145.283,237.95,143.783,222.617,28,129.188,224.333,110,5.10906,119,10175,9174,14899,11,236,55,350,1.26E+16,2.25E+18,0.123355,0,0.123181,0.0101994,0.0101998,0.122165,0.123175,0.12,0.0107057,0.0111114,0.0107057,0.0111097,0.125455,0.0102875,0.0106485,0.0102055
9,2.22677,0,2.26052,1.70683,1.24266,2.22025,1.93738,8.58576,1.88053,1.75154,1.8975,1.79358,8.43266,1.7022,1.5903,1.73944,12,66.15,0,59.4,236.7,1116,62.46,132.21,27,151,257,147,229,33,200.626,333,177,95.8128,162,84,6.923,18.5,72,18.5,72,62,162,60,148,365.52,0,338.29,1458.69,6882,377.25,755.89,18,923,1329,859,1129,24,1652.81,2200,1512,133.56,0,121.77,505.45,2384,131.93,271.57,18,327,521,311,449,24,524.21,776,472,15.54,0,13.53,49.25,232,13.33,29.99,18,45,81,45,81,24,24.5498,66,18,40.32,0,35.64,135.8,640,36.28,79.16,0,64,168,64,136,0,114.046,240,96,48.06,0,43.62,178.86,843,47.22,97.2,0,132,186,132,162,0,196.043,276,180,23.04,0,22.28,106.44,504,25.8,50.12,0,76,76,60,60,0,135.816,144,128,22.7728,0,20.0023,74.7934,352.417,20.0914,44.3889,18,59.1564,110.156,58.9064,105.018,24,48.6186,108.872,39.0667,32.664,0,28.9472,111.13,523.767,29.6312,64.3165,18,80.8167,148.817,79.8167,137.15,24,85.4825,167.667,72,4.19838,99,3911,3568,6423,9,144,36,210,5.89E+11,6.35E+13,0.124112,0,0.123429,0.0101899,0.0101897,0.122058,0.123339,0.12,0.0105036,0.0109094,0.0105036,0.0109076,0.126667,0.0102792,0.0107468,0.126037
16,1.98033,0,2.00407,1.80014,1.5741,1.99692,1.87479,14.7892,1.82807,1.71978,1.82869,1.72235,14.703,1.70357,1.64713,1.70464,22,199.95,0,171.15,588.45,2760,169.65,378,47,687,1211,683,1179,59,850.452,1399,823,417.726,692,404,12.8047,94,334,94,334,475,1407,466,1330,3636.64,0,3143.98,11149.6,52156,3302.22,6945.9,32,10852,18484,10788,18220,44,24811.3,36200,25720,711.28,0,611.66,2133.9,9996,623.18,1351.1,32,2336,4040,2320,3952,44,4131.52,6336,4176,28.8,0,24.5,82.58,388,23.38,54.1,32,120,240,120,240,44,44.5279,128,32,75.16,0,64.12,218.12,1024,62.28,141.6,0,236,492,236,460,0,202.706,392,168,96.36,0,82.32,281.28,1320,80.64,181.8,0,486,702,486,678,0,354.819,516,324,86.08,0,73.36,248.72,1168,70.8,162,0,368,576,352,544,0,401.402,704,384,44.9386,0,38.2796,129.581,608.6,36.833,84.531,32,178.363,346.236,178.113,340.847,44,101.349,226.272,83.3135,74.5256,0,63.5872,216.399,1015.88,61.8125,140.424,32,285.849,533.054,284.849,520.387,44,233.652,442.057,210,7.23718,176,51766,49190,77208,15,668,105,884,2.43E+26,1.16E+29,0.124683,0,0.124541,0.0102133,0.0102137,0.12368,0.124536,0.121333,0.010808,0.0116166,0.010808,0.0116155,0.129333,0.0103037,0.0108665,0.010219
17,2.2579,0,2.28864,2.02232,1.73287,2.27738,2.12004,15.7376,2.06689,1.93687,2.06837,1.94201,15.6375,1.89803,1.82693,1.91499,23,227.84,0,194.88,668.48,3136,192.32,430.4,50,760,1420,752,1342,62,988.975,1600,896,486.487,792,440,13.5781,89,378,89,378,491,1578.5,480,1459.5,3668.8,0,3164,11136.5,52128,3277.28,6989.6,34,10866,18554,10738,17970,46,25194,34736,23488,777.12,0,667.24,2316.52,10856,673.64,1473.8,34,2486,4462,2454,4258,46,4541.69,6704,4192,30.62,0,26.04,87.68,412,24.8,57.5,34,144,272,144,272,46,47.2016,130,34,86.08,0,73.36,248.72,1168,70.8,162,0,240,616,240,524,0,230.781,480,192,128.16,0,109.62,376.02,1764,108.18,242.1,0,540,918,540,870,0,474.25,816,432,115.2,0,98,330.32,1552,93.52,216.4,0,488,792,456,728,0,562.581,928,512,49.9283,0,42.5185,143.805,675.458,40.8433,93.8908,34,206.92,405.44,206.42,391.162,46,116.499,255.31,95.1079,85.1306,0,72.6129,246.867,1159.02,70.4505,160.354,34,324.817,633.684,322.817,601.351,46,276.441,517.971,240,7.57539,194,61332,57498,89896,16,756,120,968,1.28E+29,6.25E+31,0.124847,0,0.124713,0.0102129,0.0102132,0.123899,0.124709,0.12125,0.0109076,0.0117194,0.0109076,0.0117166,0.12875,0.0103023,0.0108277,0.0102186
20,2.85833,0,2.91704,2.47891,2.00626,2.92533,2.62865,16.442,2.63484,2.18601,2.63933,2.23219,16.2203,2.3064,1.98316,2.35902,28,260.27,0,221.34,745.28,3502,210.8,488.75,57,523,1940,514,1703,73,1044.29,3615,881,513.643,1799,432,16.2746,31,469,29.5,469,236,2634,230,2044,2993.56,0,2554.72,8700.08,40840,2486.64,5641.8,40,6126,22347,6041,18475,56,17148.7,45210,14724,775.36,0,660.52,2236.52,10504,635.88,1458.6,40,1598,5919,1573,5019,56,3926.34,11566,3348,36.24,0,30.73,102.49,482,28.73,67.85,40,78,313,75,313,56,57.1432,514,40,108.56,0,92.12,307.96,1448,86.52,203.4,0,196,872,196,752,0,298.435,1540,240,168.3,0,142.8,477.24,2244,134.04,315.3,0,393,1329,387,1206,0,652.79,2436,558,194.64,0,165.48,556.68,2616,157.32,365.4,0,400,1512,384,1300,0,1014.61,2952,864,60.8449,0,51.6263,172.539,811.283,48.461,113.99,40,126.84,507.456,123.368,481.611,56,146.647,869.828,114.652,103.556,0,87.9422,294.745,1385.55,83.0068,194.18,40,214.295,839.605,209.629,767.04,56,332.615,1497.1,272,8.34334,239,58787,52140,185373,17,938,136,982,1.36E+32,2.58E+38,0.127617,0,0.127539,0.0102373,0.0102375,0.127052,0.0102396,0.123529,0.0104647,0.0118671,0.010447,0.0118635,0.132941,0.010345,0.0130693,0.0102425
10,1.91772,0,1.95067,1.66304,1.36286,1.94345,1.76741,9.74493,1.73041,1.62833,1.73302,1.63727,9.65878,1.58476,1.53262,1.60397,13,86.8,0,75.2,268.8,1260,76.4,166.7,30,226,358,224,342,36,294.536,432,264,142.268,211,127,7.76694,34.5,99.5,34.5,99.5,117.5,269.5,115.5,253.5,802.84,0,697.36,2511.44,11758,726.12,1544.91,20,1948,2804,1916,2672,26,4376.94,5214,4070,219.88,0,190.74,684.34,3206,196.06,422.71,20,568,868,560,824,26,1013.47,1322,930,17.52,0,15.11,53.27,250,14.95,33.49,20,60,100,60,100,26,27.83,68,20,41.48,0,36.02,129.7,608,36.66,79.92,0,100,188,100,172,0,114.112,208,96,52.08,0,45.12,161.28,756,45.84,100.02,0,162,240,162,228,0,195.345,276,180,42,0,36.24,127.92,600,36.24,80.28,0,104,168,96,152,0,205.371,288,192,25.6951,0,22.2027,78.7368,369.375,22.1691,49.2207,20,81.028,136.157,80.903,133.462,26,55.2684,111.595,44.219,38.4908,0,33.301,118.546,555.948,33.4957,73.8275,20,114.319,190.186,113.819,183.852,26,105.852,184.267,90,4.8257,102,7766,7311,11332,10,199,45,295,7.12E+13,8.29E+15,0.122787,0,0.122701,0.122443,0.0102008,0.12218,0.1227,0.12,0.0106051,0.0110095,0.0106051,0.0110087,0.126,0.0102841,0.0106905,0.0102049
17,2.42964,0,2.46416,2.12028,1.76668,2.44847,2.25048,15.6598,2.14331,2.01195,2.14718,2.02163,15.4685,2.00156,1.88159,2.01322,25,219.52,0,191.36,696.96,3264,199.04,424.64,50,837,1413,823,1331,66,929.182,1660,880,456.591,822,432,13.6361,104,358.5,104,358.5,582.5,1553.5,563.5,1397.5,3293.68,0,2910.6,11035.2,51608,3153.64,6477.88,34,11717,18162,11493,17408,50,21201,34984,20796,730.96,0,641.62,2385.62,11164,681.78,1425.9,34,2741,4444,2685,4206,50,4071.59,6948,3944,29.78,0,25.68,90.44,424,25.88,56.84,34,144,272,144,272,50,45.7409,130,34,80.36,0,69.4,245.64,1152,69.64,153.76,0,304,556,304,484,0,215.165,408,184,120.06,0,103.89,369.93,1734,105.45,230.19,0,555,903,555,849,0,436.947,822,414,130.96,0,113.88,411.64,1928,117.88,252.52,0,504,920,448,808,0,640.73,1200,608,48.2753,0,41.7087,147.789,692.795,42.1988,92.3714,34,217.279,399.688,216.404,386.938,50,112.257,252.307,95.019,82.3949,0,71.4164,255.605,1197.81,72.957,158.282,34,351.083,625.593,347.583,594.593,50,265.341,524.571,240,7.68154,196,67490,61508,91822,16,717,120,956,7.31E+28,8.73E+31,0.124952,0,0.124688,0.0102105,0.0102107,0.123911,0.124629,0.12125,0.0109096,0.0117176,0.0109096,0.0117153,0.13125,0.0102927,0.0108254,0.0102183
20,2.87072,0,2.95066,2.38734,1.8041,2.97213,2.57336,16.2456,2.56299,2.02346,2.57012,2.08671,15.9482,2.18325,1.77401,2.24739,28,260.27,0,221.34,745.28,3502,210.8,488.75,57,535,1935,522,1679,73,1021.73,3623,869,502.367,1803,426,16.2747,31.5,460,29.5,460,245,2607,237,1986.5,2893.96,0,2466.52,8364.68,39280,2381.64,5446.8,40,6154,21571,6027,17511,56,15858,43662,13788,765.4,0,651.7,2202.98,10348,625.38,1439.1,40,1628,5827,1591,4865,56,3745.54,11430,3228,36.24,0,30.73,102.49,482,28.73,67.85,40,78,313,74,313,56,57.1432,514,40,108.56,0,92.12,307.96,1448,86.52,203.4,0,200,872,200,746,0,298.631,1540,240,173.28,0,147.21,494.01,2322,139.29,325.05,0,402,1371,393,1227,0,672.484,2532,576,201.28,0,171.36,579.04,2720,164.32,378.4,0,444,1560,420,1332,0,1038.78,3056,896,61.0531,0,51.8107,173.24,814.544,48.6805,114.398,40,128.272,508.798,123.564,480.926,56,146.886,873.923,115.2,104.011,0,88.3447,296.275,1392.67,83.486,195.07,40,218.45,841.867,211.95,763.317,56,330.782,1506.87,272,8.36017,239,60215,51795,183303,17,920,136,970,1.39E+32,2.71E+38,0.127629,0,0.127552,0.0102373,0.0102375,0.127068,0.0102396,0.123529,0.0104648,0.0118671,0.0104413,0.0118634,0.132941,0.0103451,0.0130693,0.0102425
17,1.90895,0,1.92992,1.75122,1.55062,1.92453,1.81649,15.8141,1.76473,1.67445,1.76513,1.67611,15.7294,1.64502,1.60887,1.65365,24,227.84,0,194.88,668.48,3136,192.32,430.4,50,884,1460,880,1428,64,1115.35,1656,1032,549.675,820,508,13.662,136,398,136,398,684,1796,674,1710,5116.48,0,4416.16,15583.5,72928,4596,9756,34,16368,27016,16304,26752,48,42325.2,54984,40136,896.4,0,770,2677.04,12544,779.44,1700.8,34,3240,5312,3224,5224,48,6220.4,8512,5856,30.62,0,26.04,87.68,412,24.8,57.5,34,144,272,144,272,48,46.5621,130,34,78.8,0,67.2,228.32,1072,65.12,148.4,0,284,556,284,524,0,209.23,400,176,101.82,0,86.94,296.58,1392,84.9,192,0,570,798,570,774,0,370.11,534,342,86.08,0,73.36,248.72,1168,70.8,162,0,496,624,480,592,0,411.743,576,384,47.7771,0,40.6814,137.535,646.033,39.0479,89.8338,34,215.584,393.432,215.334,388.043,48,109.113,232.248,90.0167,80.6066,0,68.7404,233.55,1096.56,66.6108,151.802,34,352.433,614.452,351.433,601.785,48,271.452,474.254,240,7.73718,188,74620,71718,108040,16,796,120,1100,1.12E+29,6.17E+31,0.124525,0,0.124393,0.0102126,0.010213,0.123593,0.124388,0.12125,0.010909,0.0117175,0.010909,0.0117165,0.13,0.0102976,0.0108251,0.0102181
8,2.06259,0,2.10612,1.66858,1.17968,2.14592,1.8327,7.61596,1.82851,1.67668,1.83845,1.70801,7.4535,1.63535,1.54035,1.67932,11,57.44,0,50.48,172,968,46.24,108,24,106,186,104,172,30,155.409,252,132,73.7043,122,62,6.29337,12,55,12,55,41,117,40,110,298.96,0,268.92,931.6,5732,245.36,564.4,16,608,892,576,792,22,1204.61,1476,1060,110.84,0,98.48,338.2,1988,90.04,208.8,16,220,360,212,324,22,388.019,544,336,14.46,0,12.47,41.9,217,11.46,27.1,16,32,64,32,64,22,22.7079,64,16,36,0,31.4,106.4,580,28.8,67.6,0,48,120,48,104,0,98.0351,192,80,37.62,0,33.24,113.7,654,30.42,70.8,0,90,126,90,114,0,141.017,174,126,14.16,0,12.92,45.2,292,11.76,26.8,0,40,40,32,32,0,68.5135,64,64,20.6434,0,17.8956,60.3654,320.245,16.4312,38.723,16,42.0383,84.3717,41.9133,81.8022,22,41.7176,95.8444,32.0667,28.869,0,25.1588,85.1983,462.717,23.079,54.2017,16,56.9,110.9,56.4,105.067,22,69.4772,137.333,56,3.78769,86,2358,2208,4036,8,110,28,160,4.97E+09,3.10E+11,0.122826,0,0.122431,0.122145,0.0101818,0.122499,0.122758,0.12,0.010403,0.0108076,0.010403,0.0108065,0.1275,0.135122,0.0108121,0.125546
17,2.44873,0,2.48877,2.18029,1.83887,2.49159,2.28767,14.6384,2.25726,1.99925,2.26343,2.02795,14.4843,2.05589,1.86044,2.08136,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,420,1312,415,1187,63,775.057,2375,683,380.028,1180,334,13.7868,25.5,379,25.5,379,211,1593.5,208.5,1359.5,2391.2,0,2045.75,7022.47,32942,2021.67,4518.15,34,5593,15123,5464,13055,48,13981.3,29988,12692,597.8,0,509.95,1734.27,8142,495.07,1126.15,34,1357,3919,1332,3455,48,2995.69,7456,2688,30.78,0,26.11,87.19,410,24.47,57.65,34,58,255,58,255,48,47.4639,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,136,572,136,484,0,233.298,1072,192,130.08,0,110.46,370.14,1740,104.22,243.9,0,327,933,327,891,0,482.581,1608,432,129.76,0,110.32,371.12,1744,104.88,243.6,0,292,840,284,700,0,649.245,1600,576,49.7514,0,42.2306,141.327,664.443,39.7445,93.2457,34,94.9228,382.06,94.7022,366.381,48,113.302,636.426,90.9071,82.0358,0,69.6968,233.925,1099.51,65.9666,153.896,34,164.196,596.843,163.163,556.018,48,248.085,1035.67,210,7.34334,197,37052,33861,106797,15,758,105,762,3.43E+26,7.65E+31,0.126378,0,0.126298,0.0102283,0.0102285,0.125792,0.126295,0.122667,0.0103913,0.0117193,0.0103913,0.0117163,0.132,0.0103243,0.0127161,0.0102332
8,2.09678,0,2.13746,1.65239,1.21992,2.11021,1.84385,7.61596,1.82851,1.67668,1.83845,1.70801,7.4535,1.64575,1.54035,1.67932,11,54.24,0,47.68,178.56,840,48.96,105.76,24,106,186,104,172,30,150.101,252,132,71.0506,122,62,6.25509,12,55,12,55,41,117,40,110,271.76,0,245.12,987.36,4644,268.48,545.36,16,608,892,576,792,22,1151.88,1476,1060,102.84,0,91.48,354.6,1668,96.84,203.2,16,220,360,212,324,22,372.7,544,336,14.06,0,12.12,42.72,201,11.8,26.82,16,32,64,32,64,22,21.9099,64,16,34.4,0,30,109.68,516,30.16,66.48,0,48,120,48,104,0,95.2345,192,80,35.22,0,31.14,118.62,558,32.46,69.12,0,90,126,90,114,0,136.477,174,126,12.56,0,11.52,48.48,228,13.12,25.68,0,40,40,32,32,0,65.3218,64,64,19.9135,0,17.2569,61.8616,291.049,17.0516,38.2121,16,42.0383,84.3717,41.9133,81.8022,22,40.3196,95.8444,32.0667,27.6223,0,24.068,87.754,412.85,24.1387,53.329,16,56.9,110.9,56.4,105.067,22,67.1155,137.333,56,3.78769,86,2358,2208,4036,8,110,28,160,4.30E+09,3.10E+11,0.123452,0,0.123032,0.12178,0.0101939,0.121928,0.122981,0.12,0.010403,0.0108076,0.010403,0.0108065,0.1275,0.13393,0.0108121,0.125546
17,2.57771,0,2.63178,2.24359,1.81902,2.6465,2.37365,14.5297,2.32792,2.02348,2.33046,2.06724,14.3303,2.1038,1.84483,2.13566,24,202.35,0,172.2,581.1,2730,164.7,380.25,49,425,1311,422,1145,63,746.805,2371,659,365.903,1178,322,13.7869,24,369,24,369,213,1533.5,211.5,1261,2172.08,0,1851.71,6284.59,29510,1790.67,4089.15,34,5116,13961,5059,11414,48,11483.6,26896,10424,577.88,0,492.31,1667.19,7830,474.07,1087.15,34,1326,3809,1313,3200,48,2700.24,7168,2424,30.78,0,26.11,87.19,410,24.47,57.65,34,57,255,57,255,48,47.4635,402,34,86.72,0,73.64,246.76,1160,69.48,162.6,0,134,572,134,474,0,233.272,1072,192,135.06,0,114.87,386.91,1818,109.47,253.65,0,351,969,351,906,0,498.92,1662,450,143.04,0,122.08,415.84,1952,118.88,269.6,0,352,896,344,680,0,719.549,1776,640,50.0699,0,42.5127,142.399,669.432,40.0803,93.8694,34,95.1794,383.826,95.0144,364.442,48,114.131,640.306,91.819,82.7927,0,70.367,236.474,1111.36,66.7645,155.377,34,166.838,600.814,166.138,548.119,48,247.511,1044.68,210,7.36017,197,36242,32285,102931,15,738,105,738,4.15E+26,7.43E+31,0.126393,0,0.126313,0.0102283,0.0102285,0.125811,0.126311,0.122667,0.0103845,0.0117193,0.0103845,0.011716,0.132,0.0103243,0.0127161,0.0102332
15,2.3197,0,2.36693,1.99271,1.59945,2.3602,2.12464,13.6014,2.03093,1.85913,2.03335,1.86834,13.4291,1.85867,1.72897,1.88443,21,173.88,0,148.96,513.52,2408,148.4,329,44,546,990,542,938,56,682.252,1200,616,334.126,593,301,12.05,59.5,263.5,59.5,263.5,339.5,1047,331.5,953,2213.02,0,1909.04,6724.92,31476,1980.44,4217.3,30,6788,11208,6724,10816,42,13306.8,20698,12314,530.22,0,455.84,1589,7444,463.72,1006.9,30,1688,2916,1672,2780,42,2756.57,4514,2530,26.98,0,22.96,77.48,364,21.96,50.7,30,98,210,98,210,42,41.2139,126,30,71.52,0,61.04,207.92,976,59.44,134.8,0,192,432,192,368,0,190.704,384,160,96.36,0,82.32,281.28,1320,80.64,181.8,0,426,642,426,618,0,349.96,612,324,99.36,0,85.12,293.44,1376,84.8,188,0,352,592,336,544,0,490.789,864,448,42.4116,0,36.1513,122.643,575.907,34.9311,79.833,30,146.717,303.423,146.467,293.784,42,94.946,224.916,77.6095,69.2852,0,59.1733,202.006,948.057,57.8653,130.68,30,234.457,460.79,233.457,439.124,42,210.071,424.686,182,6.75402,168,35586,33062,52864,14,527,91,678,6.77E+23,3.64E+26,0.124883,0,0.124727,0.0102141,0.0102145,0.123796,0.124722,0.121429,0.010707,0.0115156,0.010707,0.0115133,0.13,0.0103013,0.0109139,0.0102201
